time_interval_hour,total_instruction_activity
2022-01-01 00:00:00.000000 UTC,12429154
2022-01-01 01:00:00.000000 UTC,12413021
2022-01-01 02:00:00.000000 UTC,11218612
2022-01-01 03:00:00.000000 UTC,12325941
2022-01-01 04:00:00.000000 UTC,12737287
2022-01-01 05:00:00.000000 UTC,9508496
2022-01-01 06:00:00.000000 UTC,12615408
2022-01-01 07:00:00.000000 UTC,13164400
2022-01-01 08:00:00.000000 UTC,12771067
2022-01-01 09:00:00.000000 UTC,13010020
2022-01-01 10:00:00.000000 UTC,11806867
2022-01-01 11:00:00.000000 UTC,12903172
2022-01-01 12:00:00.000000 UTC,12662390
2022-01-01 13:00:00.000000 UTC,12050592
2022-01-01 14:00:00.000000 UTC,12441199
2022-01-01 15:00:00.000000 UTC,11664034
2022-01-01 16:00:00.000000 UTC,11333216
2022-01-01 17:00:00.000000 UTC,11322030
2022-01-01 18:00:00.000000 UTC,12345478
2022-01-01 19:00:00.000000 UTC,12107118
2022-01-01 20:00:00.000000 UTC,11742296
2022-01-01 21:00:00.000000 UTC,12675720
2022-01-01 22:00:00.000000 UTC,12969759
2022-01-01 23:00:00.000000 UTC,12501679
2022-01-02 00:00:00.000000 UTC,12448635
2022-01-02 01:00:00.000000 UTC,12569422
2022-01-02 02:00:00.000000 UTC,12716503
2022-01-02 03:00:00.000000 UTC,12692975
2022-01-02 04:00:00.000000 UTC,12778693
2022-01-02 05:00:00.000000 UTC,12963319
2022-01-02 06:00:00.000000 UTC,12800438
2022-01-02 07:00:00.000000 UTC,12703726
2022-01-02 08:00:00.000000 UTC,12874180
2022-01-02 09:00:00.000000 UTC,12121775
2022-01-02 10:00:00.000000 UTC,12316834
2022-01-02 11:00:00.000000 UTC,12837763
2022-01-02 12:00:00.000000 UTC,12172619
2022-01-02 13:00:00.000000 UTC,12847835
2022-01-02 14:00:00.000000 UTC,11746285
2022-01-02 15:00:00.000000 UTC,11078986
2022-01-02 16:00:00.000000 UTC,9481630
2022-01-02 17:00:00.000000 UTC,12222725
2022-01-02 18:00:00.000000 UTC,10353715
2022-01-02 19:00:00.000000 UTC,11546116
2022-01-02 20:00:00.000000 UTC,11943563
2022-01-02 21:00:00.000000 UTC,12652375
2022-01-02 22:00:00.000000 UTC,11992842
2022-01-02 23:00:00.000000 UTC,12401726
2022-01-03 00:00:00.000000 UTC,13052066
2022-01-03 01:00:00.000000 UTC,12718195
2022-01-03 02:00:00.000000 UTC,12505326
2022-01-03 03:00:00.000000 UTC,12761635
2022-01-03 04:00:00.000000 UTC,12685964
2022-01-03 05:00:00.000000 UTC,11158216
2022-01-03 06:00:00.000000 UTC,12535093
2022-01-03 07:00:00.000000 UTC,12513990
2022-01-03 08:00:00.000000 UTC,13108523
2022-01-03 09:00:00.000000 UTC,12732085
2022-01-03 10:00:00.000000 UTC,12481847
2022-01-03 11:00:00.000000 UTC,12472369
2022-01-03 12:00:00.000000 UTC,12800709
2022-01-03 13:00:00.000000 UTC,12361499
2022-01-03 14:00:00.000000 UTC,9392295
2022-01-03 15:00:00.000000 UTC,9103373
2022-01-03 16:00:00.000000 UTC,6836465
2022-01-03 17:00:00.000000 UTC,7805522
2022-01-03 18:00:00.000000 UTC,4933789
2022-01-03 19:00:00.000000 UTC,4488970
2022-01-03 20:00:00.000000 UTC,4576402
2022-01-03 21:00:00.000000 UTC,4604896
2022-01-03 22:00:00.000000 UTC,5557560
2022-01-03 23:00:00.000000 UTC,9701034
2022-01-04 00:00:00.000000 UTC,12240122
2022-01-04 01:00:00.000000 UTC,12718166
2022-01-04 02:00:00.000000 UTC,12904112
2022-01-04 03:00:00.000000 UTC,12967639
2022-01-04 04:00:00.000000 UTC,11983598
2022-01-04 05:00:00.000000 UTC,12979916
2022-01-04 06:00:00.000000 UTC,12818459
2022-01-04 07:00:00.000000 UTC,12728802
2022-01-04 08:00:00.000000 UTC,11695019
2022-01-04 09:00:00.000000 UTC,11969136
2022-01-04 10:00:00.000000 UTC,11065698
2022-01-04 11:00:00.000000 UTC,10346587
2022-01-04 12:00:00.000000 UTC,11711467
2022-01-04 13:00:00.000000 UTC,10476551
2022-01-04 14:00:00.000000 UTC,9443076
2022-01-04 15:00:00.000000 UTC,10338161
2022-01-04 16:00:00.000000 UTC,10008110
2022-01-04 17:00:00.000000 UTC,11468496
2022-01-04 18:00:00.000000 UTC,9726395
2022-01-04 19:00:00.000000 UTC,8996940
2022-01-04 20:00:00.000000 UTC,10248958
2022-01-04 21:00:00.000000 UTC,11292458
2022-01-04 22:00:00.000000 UTC,12841303
2022-01-04 23:00:00.000000 UTC,13094365
2022-01-05 00:00:00.000000 UTC,12794125
2022-01-05 01:00:00.000000 UTC,12716601
2022-01-05 02:00:00.000000 UTC,12287931
2022-01-05 03:00:00.000000 UTC,13094411
2022-01-05 04:00:00.000000 UTC,13395063
2022-01-05 05:00:00.000000 UTC,12347812
2022-01-05 06:00:00.000000 UTC,12854013
2022-01-05 07:00:00.000000 UTC,13239934
2022-01-05 08:00:00.000000 UTC,13078502
2022-01-05 09:00:00.000000 UTC,12521094
2022-01-05 10:00:00.000000 UTC,12951138
2022-01-05 11:00:00.000000 UTC,12308204
2022-01-05 12:00:00.000000 UTC,12092043
2022-01-05 13:00:00.000000 UTC,11054157
2022-01-05 14:00:00.000000 UTC,9811634
2022-01-05 15:00:00.000000 UTC,12082059
2022-01-05 16:00:00.000000 UTC,12062706
2022-01-05 17:00:00.000000 UTC,11261234
2022-01-05 18:00:00.000000 UTC,8842628
2022-01-05 19:00:00.000000 UTC,8298704
2022-01-05 20:00:00.000000 UTC,5927239
2022-01-05 21:00:00.000000 UTC,6252418
2022-01-05 22:00:00.000000 UTC,5184622
2022-01-05 23:00:00.000000 UTC,7104499
2022-01-06 00:00:00.000000 UTC,9329226
2022-01-06 01:00:00.000000 UTC,11712822
2022-01-06 02:00:00.000000 UTC,11875895
2022-01-06 03:00:00.000000 UTC,10762299
2022-01-06 04:00:00.000000 UTC,8048011
2022-01-06 05:00:00.000000 UTC,11365956
2022-01-06 06:00:00.000000 UTC,12353714
2022-01-06 07:00:00.000000 UTC,12566374
2022-01-06 08:00:00.000000 UTC,11468834
2022-01-06 09:00:00.000000 UTC,8819389
2022-01-06 10:00:00.000000 UTC,7370706
2022-01-06 11:00:00.000000 UTC,9356559
2022-01-06 12:00:00.000000 UTC,7410324
2022-01-06 13:00:00.000000 UTC,8828627
2022-01-06 14:00:00.000000 UTC,7542940
2022-01-06 15:00:00.000000 UTC,9959808
2022-01-06 16:00:00.000000 UTC,8180218
2022-01-06 17:00:00.000000 UTC,7929422
2022-01-06 18:00:00.000000 UTC,11704009
2022-01-06 19:00:00.000000 UTC,12488711
2022-01-06 20:00:00.000000 UTC,10663089
2022-01-06 21:00:00.000000 UTC,11888562
2022-01-06 22:00:00.000000 UTC,11943425
2022-01-06 23:00:00.000000 UTC,9139879
2022-01-07 00:00:00.000000 UTC,9419657
2022-01-07 01:00:00.000000 UTC,9842398
2022-01-07 02:00:00.000000 UTC,8478688
2022-01-07 03:00:00.000000 UTC,5394824
2022-01-07 04:00:00.000000 UTC,4647885
2022-01-07 05:00:00.000000 UTC,8626354
2022-01-07 06:00:00.000000 UTC,7652322
2022-01-07 07:00:00.000000 UTC,5758608
2022-01-07 08:00:00.000000 UTC,8581541
2022-01-07 09:00:00.000000 UTC,11776265
2022-01-07 10:00:00.000000 UTC,10059450
2022-01-07 11:00:00.000000 UTC,9858030
2022-01-07 12:00:00.000000 UTC,10498335
2022-01-07 13:00:00.000000 UTC,4414767
2022-01-07 14:00:00.000000 UTC,4367804
2022-01-07 15:00:00.000000 UTC,4059150
2022-01-07 16:00:00.000000 UTC,3469746
2022-01-07 17:00:00.000000 UTC,3819221
2022-01-07 18:00:00.000000 UTC,4816299
2022-01-07 19:00:00.000000 UTC,5164865
2022-01-07 20:00:00.000000 UTC,7266082
2022-01-07 21:00:00.000000 UTC,8013687
2022-01-07 22:00:00.000000 UTC,5566879
2022-01-07 23:00:00.000000 UTC,7796578
2022-01-08 00:00:00.000000 UTC,9331500
2022-01-08 01:00:00.000000 UTC,10870852
2022-01-08 02:00:00.000000 UTC,11974739
2022-01-08 03:00:00.000000 UTC,11830658
2022-01-08 04:00:00.000000 UTC,12471140
2022-01-08 05:00:00.000000 UTC,12255817
2022-01-08 06:00:00.000000 UTC,12342777
2022-01-08 07:00:00.000000 UTC,12475004
2022-01-08 08:00:00.000000 UTC,11960391
2022-01-08 09:00:00.000000 UTC,11916544
2022-01-08 10:00:00.000000 UTC,12511537
2022-01-08 11:00:00.000000 UTC,12161999
2022-01-08 12:00:00.000000 UTC,11746233
2022-01-08 13:00:00.000000 UTC,11320399
2022-01-08 14:00:00.000000 UTC,10536292
2022-01-08 15:00:00.000000 UTC,8382767
2022-01-08 16:00:00.000000 UTC,5901991
2022-01-08 17:00:00.000000 UTC,5344512
2022-01-08 18:00:00.000000 UTC,5053414
2022-01-08 19:00:00.000000 UTC,5418306
2022-01-08 20:00:00.000000 UTC,7176708
2022-01-08 21:00:00.000000 UTC,5909898
2022-01-08 22:00:00.000000 UTC,5795606
2022-01-08 23:00:00.000000 UTC,6388364
2022-01-09 00:00:00.000000 UTC,6285303
2022-01-09 01:00:00.000000 UTC,7329214
2022-01-09 02:00:00.000000 UTC,11394284
2022-01-09 03:00:00.000000 UTC,11752377
2022-01-09 04:00:00.000000 UTC,11967250
2022-01-09 05:00:00.000000 UTC,12461056
2022-01-09 06:00:00.000000 UTC,12425431
2022-01-09 07:00:00.000000 UTC,12453212
2022-01-09 08:00:00.000000 UTC,12614900
2022-01-09 09:00:00.000000 UTC,12321468
2022-01-09 10:00:00.000000 UTC,11846633
2022-01-09 11:00:00.000000 UTC,12133904
2022-01-09 12:00:00.000000 UTC,11777158
2022-01-09 13:00:00.000000 UTC,11375074
2022-01-09 14:00:00.000000 UTC,10995332
2022-01-09 15:00:00.000000 UTC,10344016
2022-01-09 16:00:00.000000 UTC,11422026
2022-01-09 17:00:00.000000 UTC,11152003
2022-01-09 18:00:00.000000 UTC,11190021
2022-01-09 19:00:00.000000 UTC,11348248
2022-01-09 20:00:00.000000 UTC,11721518
2022-01-09 21:00:00.000000 UTC,10885350
2022-01-09 22:00:00.000000 UTC,11122516
2022-01-09 23:00:00.000000 UTC,12250865
2022-01-10 00:00:00.000000 UTC,11597717
2022-01-10 01:00:00.000000 UTC,12562265
2022-01-10 02:00:00.000000 UTC,12085219
2022-01-10 03:00:00.000000 UTC,12827258
2022-01-10 04:00:00.000000 UTC,12557286
2022-01-10 05:00:00.000000 UTC,12985330
2022-01-10 06:00:00.000000 UTC,12287835
2022-01-10 07:00:00.000000 UTC,12949357
2022-01-10 08:00:00.000000 UTC,12708358
2022-01-10 09:00:00.000000 UTC,12407278
2022-01-10 10:00:00.000000 UTC,12239467
2022-01-10 11:00:00.000000 UTC,11771256
2022-01-10 12:00:00.000000 UTC,10912887
2022-01-10 13:00:00.000000 UTC,9425340
2022-01-10 14:00:00.000000 UTC,5922806
2022-01-10 15:00:00.000000 UTC,5926860
2022-01-10 16:00:00.000000 UTC,7165392
2022-01-10 17:00:00.000000 UTC,7324783
2022-01-10 18:00:00.000000 UTC,8516069
2022-01-10 19:00:00.000000 UTC,9764231
2022-01-10 20:00:00.000000 UTC,10359319
2022-01-10 21:00:00.000000 UTC,10352884
2022-01-10 22:00:00.000000 UTC,11165521
2022-01-10 23:00:00.000000 UTC,12140315
2022-01-11 00:00:00.000000 UTC,11830029
2022-01-11 01:00:00.000000 UTC,12002348
2022-01-11 02:00:00.000000 UTC,11765416
2022-01-11 03:00:00.000000 UTC,12258087
2022-01-11 04:00:00.000000 UTC,12471611
2022-01-11 05:00:00.000000 UTC,12657010
2022-01-11 06:00:00.000000 UTC,12209334
2022-01-11 07:00:00.000000 UTC,12218368
2022-01-11 08:00:00.000000 UTC,12632506
2022-01-11 09:00:00.000000 UTC,12633425
2022-01-11 10:00:00.000000 UTC,12952145
2022-01-11 11:00:00.000000 UTC,12850140
2022-01-11 12:00:00.000000 UTC,13235615
2022-01-11 13:00:00.000000 UTC,12662974
2022-01-11 14:00:00.000000 UTC,12099518
2022-01-11 15:00:00.000000 UTC,11626711
2022-01-11 16:00:00.000000 UTC,9031996
2022-01-11 17:00:00.000000 UTC,9578120
2022-01-11 18:00:00.000000 UTC,11532005
2022-01-11 19:00:00.000000 UTC,12183658
2022-01-11 20:00:00.000000 UTC,12227415
2022-01-11 21:00:00.000000 UTC,11733277
2022-01-11 22:00:00.000000 UTC,12553306
2022-01-11 23:00:00.000000 UTC,12910098
2022-01-12 00:00:00.000000 UTC,12951380
2022-01-12 01:00:00.000000 UTC,13215425
2022-01-12 02:00:00.000000 UTC,12960278
2022-01-12 03:00:00.000000 UTC,12875859
2022-01-12 04:00:00.000000 UTC,13261008
2022-01-12 05:00:00.000000 UTC,13306245
2022-01-12 06:00:00.000000 UTC,13094645
2022-01-12 07:00:00.000000 UTC,12777156
2022-01-12 08:00:00.000000 UTC,12724661
2022-01-12 09:00:00.000000 UTC,11381034
2022-01-12 10:00:00.000000 UTC,10707796
2022-01-12 11:00:00.000000 UTC,12242144
2022-01-12 12:00:00.000000 UTC,12175941
2022-01-12 13:00:00.000000 UTC,11218222
2022-01-12 14:00:00.000000 UTC,11189531
2022-01-12 15:00:00.000000 UTC,10772508
2022-01-12 16:00:00.000000 UTC,11325047
2022-01-12 17:00:00.000000 UTC,9244889
2022-01-12 18:00:00.000000 UTC,11838931
2022-01-12 19:00:00.000000 UTC,10239018
2022-01-12 20:00:00.000000 UTC,8030434
2022-01-12 21:00:00.000000 UTC,11041926
2022-01-12 22:00:00.000000 UTC,12221740
2022-01-12 23:00:00.000000 UTC,12618073
2022-01-13 00:00:00.000000 UTC,12844345
2022-01-13 01:00:00.000000 UTC,12813623
2022-01-13 02:00:00.000000 UTC,11961348
2022-01-13 03:00:00.000000 UTC,13050532
2022-01-13 04:00:00.000000 UTC,12970333
2022-01-13 05:00:00.000000 UTC,13341364
2022-01-13 06:00:00.000000 UTC,13164493
2022-01-13 07:00:00.000000 UTC,12989536
2022-01-13 08:00:00.000000 UTC,12841984
2022-01-13 09:00:00.000000 UTC,13184564
2022-01-13 10:00:00.000000 UTC,12880594
2022-01-13 11:00:00.000000 UTC,12804778
2022-01-13 12:00:00.000000 UTC,11943459
2022-01-13 13:00:00.000000 UTC,7993115
2022-01-13 14:00:00.000000 UTC,10869748
2022-01-13 15:00:00.000000 UTC,10918163
2022-01-13 16:00:00.000000 UTC,10894654
2022-01-13 17:00:00.000000 UTC,10736066
2022-01-13 18:00:00.000000 UTC,12032185
2022-01-13 19:00:00.000000 UTC,12117199
2022-01-13 20:00:00.000000 UTC,10150638
2022-01-13 21:00:00.000000 UTC,11788434
2022-01-13 22:00:00.000000 UTC,12704801
2022-01-13 23:00:00.000000 UTC,10531020
2022-01-14 00:00:00.000000 UTC,11637116
2022-01-14 01:00:00.000000 UTC,12588091
2022-01-14 02:00:00.000000 UTC,12925503
2022-01-14 03:00:00.000000 UTC,12448007
2022-01-14 04:00:00.000000 UTC,12383026
2022-01-14 05:00:00.000000 UTC,11998945
2022-01-14 06:00:00.000000 UTC,11164922
2022-01-14 07:00:00.000000 UTC,11411152
2022-01-14 08:00:00.000000 UTC,12370846
2022-01-14 09:00:00.000000 UTC,12627407
2022-01-14 10:00:00.000000 UTC,12284695
2022-01-14 11:00:00.000000 UTC,11322814
2022-01-14 12:00:00.000000 UTC,11398138
2022-01-14 13:00:00.000000 UTC,11666798
2022-01-14 14:00:00.000000 UTC,10966396
2022-01-14 15:00:00.000000 UTC,11258035
2022-01-14 16:00:00.000000 UTC,9818904
2022-01-14 17:00:00.000000 UTC,10771376
2022-01-14 18:00:00.000000 UTC,11137576
2022-01-14 19:00:00.000000 UTC,11575350
2022-01-14 20:00:00.000000 UTC,10808484
2022-01-14 21:00:00.000000 UTC,11830873
2022-01-14 22:00:00.000000 UTC,7865612
2022-01-14 23:00:00.000000 UTC,12687998
2022-01-15 00:00:00.000000 UTC,11904283
2022-01-15 01:00:00.000000 UTC,12488708
2022-01-15 02:00:00.000000 UTC,12728219
2022-01-15 03:00:00.000000 UTC,12824446
2022-01-15 04:00:00.000000 UTC,12201664
2022-01-15 05:00:00.000000 UTC,12689831
2022-01-15 06:00:00.000000 UTC,12856060
2022-01-15 07:00:00.000000 UTC,12560840
2022-01-15 08:00:00.000000 UTC,12433551
2022-01-15 09:00:00.000000 UTC,12872279
2022-01-15 10:00:00.000000 UTC,12213842
2022-01-15 11:00:00.000000 UTC,12183337
2022-01-15 12:00:00.000000 UTC,11595989
2022-01-15 13:00:00.000000 UTC,12111655
2022-01-15 14:00:00.000000 UTC,10976761
2022-01-15 15:00:00.000000 UTC,11434246
2022-01-15 16:00:00.000000 UTC,11446310
2022-01-15 17:00:00.000000 UTC,11787546
2022-01-15 18:00:00.000000 UTC,10545480
2022-01-15 19:00:00.000000 UTC,11757431
2022-01-15 20:00:00.000000 UTC,11361787
2022-01-15 21:00:00.000000 UTC,11884542
2022-01-15 22:00:00.000000 UTC,8330597
2022-01-15 23:00:00.000000 UTC,9674900
2022-01-16 00:00:00.000000 UTC,12345236
2022-01-16 01:00:00.000000 UTC,12322772
2022-01-16 02:00:00.000000 UTC,12465239
2022-01-16 03:00:00.000000 UTC,12316946
2022-01-16 04:00:00.000000 UTC,12347743
2022-01-16 05:00:00.000000 UTC,12215692
2022-01-16 06:00:00.000000 UTC,12486200
2022-01-16 07:00:00.000000 UTC,12600817
2022-01-16 08:00:00.000000 UTC,12027662
2022-01-16 09:00:00.000000 UTC,12569511
2022-01-16 10:00:00.000000 UTC,12375100
2022-01-16 11:00:00.000000 UTC,11952183
2022-01-16 12:00:00.000000 UTC,12312938
2022-01-16 13:00:00.000000 UTC,11029528
2022-01-16 14:00:00.000000 UTC,11504038
2022-01-16 15:00:00.000000 UTC,11429475
2022-01-16 16:00:00.000000 UTC,11402424
2022-01-16 17:00:00.000000 UTC,10612118
2022-01-16 18:00:00.000000 UTC,11164046
2022-01-16 19:00:00.000000 UTC,11182597
2022-01-16 20:00:00.000000 UTC,10467380
2022-01-16 21:00:00.000000 UTC,10466782
2022-01-16 22:00:00.000000 UTC,12035726
2022-01-16 23:00:00.000000 UTC,11679023
2022-01-17 00:00:00.000000 UTC,9127642
2022-01-17 01:00:00.000000 UTC,12111855
2022-01-17 02:00:00.000000 UTC,11896463
2022-01-17 03:00:00.000000 UTC,11461217
2022-01-17 04:00:00.000000 UTC,12603823
2022-01-17 05:00:00.000000 UTC,11543252
2022-01-17 06:00:00.000000 UTC,11476738
2022-01-17 07:00:00.000000 UTC,10933590
2022-01-17 08:00:00.000000 UTC,12184415
2022-01-17 09:00:00.000000 UTC,12277998
2022-01-17 10:00:00.000000 UTC,11909736
2022-01-17 11:00:00.000000 UTC,12084770
2022-01-17 12:00:00.000000 UTC,11486569
2022-01-17 13:00:00.000000 UTC,11676198
2022-01-17 14:00:00.000000 UTC,10307807
2022-01-17 15:00:00.000000 UTC,11565047
2022-01-17 16:00:00.000000 UTC,10356840
2022-01-17 17:00:00.000000 UTC,7454880
2022-01-17 18:00:00.000000 UTC,6327416
2022-01-17 19:00:00.000000 UTC,7288825
2022-01-17 20:00:00.000000 UTC,9758437
2022-01-17 21:00:00.000000 UTC,9220677
2022-01-17 22:00:00.000000 UTC,9311555
2022-01-17 23:00:00.000000 UTC,11145658
2022-01-18 00:00:00.000000 UTC,11841048
2022-01-18 01:00:00.000000 UTC,12290470
2022-01-18 02:00:00.000000 UTC,12524326
2022-01-18 03:00:00.000000 UTC,12548153
2022-01-18 04:00:00.000000 UTC,11868385
2022-01-18 05:00:00.000000 UTC,12688929
2022-01-18 06:00:00.000000 UTC,12261087
2022-01-18 07:00:00.000000 UTC,12326511
2022-01-18 08:00:00.000000 UTC,11121411
2022-01-18 09:00:00.000000 UTC,10867434
2022-01-18 10:00:00.000000 UTC,11722530
2022-01-18 11:00:00.000000 UTC,12321423
2022-01-18 12:00:00.000000 UTC,11655830
2022-01-18 13:00:00.000000 UTC,8746556
2022-01-18 14:00:00.000000 UTC,7456840
2022-01-18 15:00:00.000000 UTC,10064312
2022-01-18 16:00:00.000000 UTC,8699623
2022-01-18 17:00:00.000000 UTC,6456056
2022-01-18 18:00:00.000000 UTC,9356252
2022-01-18 19:00:00.000000 UTC,10613932
2022-01-18 20:00:00.000000 UTC,7286227
2022-01-18 21:00:00.000000 UTC,8466682
2022-01-18 22:00:00.000000 UTC,8217692
2022-01-18 23:00:00.000000 UTC,11933993
2022-01-19 00:00:00.000000 UTC,10887858
2022-01-19 01:00:00.000000 UTC,9455555
2022-01-19 02:00:00.000000 UTC,12300916
2022-01-19 03:00:00.000000 UTC,11340812
2022-01-19 04:00:00.000000 UTC,12525578
2022-01-19 05:00:00.000000 UTC,12505437
2022-01-19 06:00:00.000000 UTC,12389786
2022-01-19 07:00:00.000000 UTC,10752314
2022-01-19 08:00:00.000000 UTC,10165578
2022-01-19 09:00:00.000000 UTC,10429340
2022-01-19 10:00:00.000000 UTC,10507093
2022-01-19 11:00:00.000000 UTC,11400438
2022-01-19 12:00:00.000000 UTC,11930029
2022-01-19 13:00:00.000000 UTC,8562436
2022-01-19 14:00:00.000000 UTC,10323108
2022-01-19 15:00:00.000000 UTC,10697078
2022-01-19 16:00:00.000000 UTC,9968843
2022-01-19 17:00:00.000000 UTC,10847856
2022-01-19 18:00:00.000000 UTC,11498381
2022-01-19 19:00:00.000000 UTC,8393989
2022-01-19 20:00:00.000000 UTC,8460053
2022-01-19 21:00:00.000000 UTC,11493598
2022-01-19 22:00:00.000000 UTC,8981457
2022-01-19 23:00:00.000000 UTC,9171011
2022-01-20 00:00:00.000000 UTC,10624807
2022-01-20 01:00:00.000000 UTC,10662061
2022-01-20 02:00:00.000000 UTC,12405888
2022-01-20 03:00:00.000000 UTC,12659049
2022-01-20 04:00:00.000000 UTC,10775533
2022-01-20 05:00:00.000000 UTC,12267826
2022-01-20 06:00:00.000000 UTC,11826604
2022-01-20 07:00:00.000000 UTC,10073543
2022-01-20 08:00:00.000000 UTC,12482205
2022-01-20 09:00:00.000000 UTC,11905087
2022-01-20 10:00:00.000000 UTC,12671648
2022-01-20 11:00:00.000000 UTC,11101798
2022-01-20 12:00:00.000000 UTC,11991825
2022-01-20 13:00:00.000000 UTC,9372332
2022-01-20 14:00:00.000000 UTC,6388922
2022-01-20 15:00:00.000000 UTC,7035999
2022-01-20 16:00:00.000000 UTC,8479404
2022-01-20 17:00:00.000000 UTC,10801648
2022-01-20 18:00:00.000000 UTC,10299569
2022-01-20 19:00:00.000000 UTC,11066835
2022-01-20 20:00:00.000000 UTC,5531252
2022-01-20 21:00:00.000000 UTC,8041482
2022-01-20 22:00:00.000000 UTC,5104199
2022-01-20 23:00:00.000000 UTC,5239032
2022-01-21 00:00:00.000000 UTC,7623184
2022-01-21 01:00:00.000000 UTC,5137538
2022-01-21 02:00:00.000000 UTC,3981388
2022-01-21 03:00:00.000000 UTC,3890619
2022-01-21 04:00:00.000000 UTC,4506935
2022-01-21 05:00:00.000000 UTC,5720003
2022-01-21 06:00:00.000000 UTC,8675936
2022-01-21 07:00:00.000000 UTC,8102707
2022-01-21 08:00:00.000000 UTC,7315421
2022-01-21 09:00:00.000000 UTC,8656653
2022-01-21 10:00:00.000000 UTC,8678674
2022-01-21 11:00:00.000000 UTC,6060229
2022-01-21 12:00:00.000000 UTC,4292344
2022-01-21 13:00:00.000000 UTC,4482635
2022-01-21 14:00:00.000000 UTC,5404672
2022-01-21 15:00:00.000000 UTC,5266016
2022-01-21 16:00:00.000000 UTC,4872962
2022-01-21 17:00:00.000000 UTC,5410703
2022-01-21 18:00:00.000000 UTC,4842870
2022-01-21 19:00:00.000000 UTC,4962169
2022-01-21 20:00:00.000000 UTC,4659235
2022-01-21 21:00:00.000000 UTC,4675983
2022-01-21 22:00:00.000000 UTC,4090399
2022-01-21 23:00:00.000000 UTC,4049446
2022-01-22 00:00:00.000000 UTC,4382243
2022-01-22 01:00:00.000000 UTC,5253828
2022-01-22 02:00:00.000000 UTC,5342831
2022-01-22 03:00:00.000000 UTC,6334585
2022-01-22 04:00:00.000000 UTC,6303166
2022-01-22 05:00:00.000000 UTC,5317885
2022-01-22 06:00:00.000000 UTC,4071278
2022-01-22 07:00:00.000000 UTC,4225869
2022-01-22 08:00:00.000000 UTC,4943998
2022-01-22 09:00:00.000000 UTC,4682866
2022-01-22 10:00:00.000000 UTC,3949928
2022-01-22 11:00:00.000000 UTC,4079181
2022-01-22 12:00:00.000000 UTC,4130857
2022-01-22 13:00:00.000000 UTC,4561828
2022-01-22 14:00:00.000000 UTC,5623646
2022-01-22 15:00:00.000000 UTC,5075115
2022-01-22 16:00:00.000000 UTC,5710432
2022-01-22 17:00:00.000000 UTC,6870370
2022-01-22 18:00:00.000000 UTC,6270891
2022-01-22 19:00:00.000000 UTC,6725896
2022-01-22 20:00:00.000000 UTC,6315015
2022-01-22 21:00:00.000000 UTC,9117272
2022-01-22 22:00:00.000000 UTC,10438370
2022-01-22 23:00:00.000000 UTC,10642907
2022-01-23 00:00:00.000000 UTC,9672745
2022-01-23 01:00:00.000000 UTC,11821178
2022-01-23 02:00:00.000000 UTC,12536218
2022-01-23 03:00:00.000000 UTC,13220358
2022-01-23 04:00:00.000000 UTC,13103636
2022-01-23 05:00:00.000000 UTC,12903192
2022-01-23 06:00:00.000000 UTC,13474262
2022-01-23 07:00:00.000000 UTC,13147491
2022-01-23 08:00:00.000000 UTC,13238711
2022-01-23 09:00:00.000000 UTC,12622448
2022-01-23 10:00:00.000000 UTC,13199205
2022-01-23 11:00:00.000000 UTC,13337997
2022-01-23 12:00:00.000000 UTC,10449790
2022-01-23 13:00:00.000000 UTC,13105720
2022-01-23 14:00:00.000000 UTC,12006238
2022-01-23 15:00:00.000000 UTC,13444774
2022-01-23 16:00:00.000000 UTC,13609049
2022-01-23 17:00:00.000000 UTC,13487684
2022-01-23 18:00:00.000000 UTC,13376287
2022-01-23 19:00:00.000000 UTC,13208909
2022-01-23 20:00:00.000000 UTC,14033067
2022-01-23 21:00:00.000000 UTC,13682407
2022-01-23 22:00:00.000000 UTC,13056457
2022-01-23 23:00:00.000000 UTC,12642332
2022-01-24 00:00:00.000000 UTC,13682579
2022-01-24 01:00:00.000000 UTC,13869435
2022-01-24 02:00:00.000000 UTC,14166201
2022-01-24 03:00:00.000000 UTC,14354694
2022-01-24 04:00:00.000000 UTC,14129764
2022-01-24 05:00:00.000000 UTC,14061525
2022-01-24 06:00:00.000000 UTC,13835506
2022-01-24 07:00:00.000000 UTC,13549118
2022-01-24 08:00:00.000000 UTC,13593387
2022-01-24 09:00:00.000000 UTC,14170623
2022-01-24 10:00:00.000000 UTC,13667367
2022-01-24 11:00:00.000000 UTC,13017253
2022-01-24 12:00:00.000000 UTC,13063732
2022-01-24 13:00:00.000000 UTC,13373055
2022-01-24 14:00:00.000000 UTC,13085174
2022-01-24 15:00:00.000000 UTC,12535351
2022-01-24 16:00:00.000000 UTC,11860505
2022-01-24 17:00:00.000000 UTC,12291069
2022-01-24 18:00:00.000000 UTC,12587605
2022-01-24 19:00:00.000000 UTC,13279324
2022-01-24 20:00:00.000000 UTC,12661974
2022-01-24 21:00:00.000000 UTC,13274467
2022-01-24 22:00:00.000000 UTC,12935605
2022-01-24 23:00:00.000000 UTC,13285016
2022-01-25 00:00:00.000000 UTC,13734379
2022-01-25 01:00:00.000000 UTC,13801755
2022-01-25 02:00:00.000000 UTC,13571155
2022-01-25 03:00:00.000000 UTC,13834438
2022-01-25 04:00:00.000000 UTC,13818763
2022-01-25 05:00:00.000000 UTC,13777300
