time_interval_hour,total_instruction_activity
2022-03-08 02:00:00.000000 UTC,12597194
2022-03-08 03:00:00.000000 UTC,12822350
2022-03-08 04:00:00.000000 UTC,13139679
2022-03-08 05:00:00.000000 UTC,12504018
2022-03-08 06:00:00.000000 UTC,12441774
2022-03-08 07:00:00.000000 UTC,12835995
2022-03-08 08:00:00.000000 UTC,12684961
2022-03-08 09:00:00.000000 UTC,12476265
2022-03-08 10:00:00.000000 UTC,12961763
2022-03-08 11:00:00.000000 UTC,12962092
2022-03-08 12:00:00.000000 UTC,12977090
2022-03-08 13:00:00.000000 UTC,12855802
2022-03-08 14:00:00.000000 UTC,11987773
2022-03-08 15:00:00.000000 UTC,11878979
2022-03-08 16:00:00.000000 UTC,12312353
2022-03-08 17:00:00.000000 UTC,12468777
2022-03-08 18:00:00.000000 UTC,12514838
2022-03-08 19:00:00.000000 UTC,12366032
2022-03-08 20:00:00.000000 UTC,12374910
2022-03-08 21:00:00.000000 UTC,13208558
2022-03-08 22:00:00.000000 UTC,13088871
2022-03-08 23:00:00.000000 UTC,12812196
2022-03-09 00:00:00.000000 UTC,13088027
2022-03-09 01:00:00.000000 UTC,12791204
2022-03-09 02:00:00.000000 UTC,13163610
2022-03-09 03:00:00.000000 UTC,12196353
2022-03-09 04:00:00.000000 UTC,12424714
2022-03-09 05:00:00.000000 UTC,12810043
2022-03-09 06:00:00.000000 UTC,13367153
2022-03-09 07:00:00.000000 UTC,12880710
2022-03-09 08:00:00.000000 UTC,12368746
2022-03-09 09:00:00.000000 UTC,12756354
2022-03-09 10:00:00.000000 UTC,13053176
2022-03-09 11:00:00.000000 UTC,12572141
2022-03-09 12:00:00.000000 UTC,12436883
2022-03-09 13:00:00.000000 UTC,12396701
2022-03-09 14:00:00.000000 UTC,12275865
2022-03-09 15:00:00.000000 UTC,11893667
2022-03-09 16:00:00.000000 UTC,11677655
2022-03-09 17:00:00.000000 UTC,12133093
2022-03-09 18:00:00.000000 UTC,11579769
2022-03-09 19:00:00.000000 UTC,11609736
2022-03-09 20:00:00.000000 UTC,12014121
2022-03-09 21:00:00.000000 UTC,12242101
2022-03-09 22:00:00.000000 UTC,12062312
2022-03-09 23:00:00.000000 UTC,12340425
2022-03-10 00:00:00.000000 UTC,12363096
2022-03-10 01:00:00.000000 UTC,11814848
2022-03-10 02:00:00.000000 UTC,9469314
2022-03-10 03:00:00.000000 UTC,11823884
2022-03-10 04:00:00.000000 UTC,10809967
2022-03-10 05:00:00.000000 UTC,11103718
2022-03-10 06:00:00.000000 UTC,11896277
2022-03-10 07:00:00.000000 UTC,12050192
2022-03-10 08:00:00.000000 UTC,12572403
2022-03-10 09:00:00.000000 UTC,13045132
2022-03-10 10:00:00.000000 UTC,12646251
2022-03-10 11:00:00.000000 UTC,13077964
2022-03-10 12:00:00.000000 UTC,12997763
2022-03-10 13:00:00.000000 UTC,10463899
2022-03-10 14:00:00.000000 UTC,10648350
2022-03-10 15:00:00.000000 UTC,8468957
2022-03-10 16:00:00.000000 UTC,9810468
2022-03-10 17:00:00.000000 UTC,8793995
2022-03-10 18:00:00.000000 UTC,7997606
2022-03-10 19:00:00.000000 UTC,11544041
2022-03-10 20:00:00.000000 UTC,10667145
2022-03-10 21:00:00.000000 UTC,9905982
2022-03-10 22:00:00.000000 UTC,6267100
2022-03-10 23:00:00.000000 UTC,8892649
2022-03-11 00:00:00.000000 UTC,9128843
2022-03-11 01:00:00.000000 UTC,8628312
2022-03-11 02:00:00.000000 UTC,9784183
2022-03-11 03:00:00.000000 UTC,12814372
2022-03-11 04:00:00.000000 UTC,13292469
2022-03-11 05:00:00.000000 UTC,13499613
2022-03-11 06:00:00.000000 UTC,12669247
2022-03-11 07:00:00.000000 UTC,13198737
2022-03-11 08:00:00.000000 UTC,13050702
2022-03-11 09:00:00.000000 UTC,13089614
2022-03-11 10:00:00.000000 UTC,13856522
2022-03-11 11:00:00.000000 UTC,11996959
2022-03-11 12:00:00.000000 UTC,12874081
2022-03-11 13:00:00.000000 UTC,12642629
2022-03-11 14:00:00.000000 UTC,12860215
2022-03-11 15:00:00.000000 UTC,12471339
2022-03-11 16:00:00.000000 UTC,12574199
2022-03-11 17:00:00.000000 UTC,12641620
2022-03-11 18:00:00.000000 UTC,13004684
2022-03-11 19:00:00.000000 UTC,12845855
2022-03-11 20:00:00.000000 UTC,11985761
2022-03-11 21:00:00.000000 UTC,11494292
2022-03-11 22:00:00.000000 UTC,13188615
2022-03-11 23:00:00.000000 UTC,13442836
2022-03-12 00:00:00.000000 UTC,13933167
2022-03-12 01:00:00.000000 UTC,13742776
2022-03-12 02:00:00.000000 UTC,13939126
2022-03-12 03:00:00.000000 UTC,13821148
2022-03-12 04:00:00.000000 UTC,13951467
2022-03-12 05:00:00.000000 UTC,14531744
2022-03-12 06:00:00.000000 UTC,13981843
2022-03-12 07:00:00.000000 UTC,14388476
2022-03-12 08:00:00.000000 UTC,14038702
2022-03-12 09:00:00.000000 UTC,14332319
2022-03-12 10:00:00.000000 UTC,13083744
2022-03-12 11:00:00.000000 UTC,13329854
2022-03-12 12:00:00.000000 UTC,14091907
2022-03-12 13:00:00.000000 UTC,13674503
2022-03-12 14:00:00.000000 UTC,13316139
2022-03-12 15:00:00.000000 UTC,14124662
2022-03-12 16:00:00.000000 UTC,13461685
2022-03-12 17:00:00.000000 UTC,13352504
2022-03-12 18:00:00.000000 UTC,13445819
2022-03-12 19:00:00.000000 UTC,13841455
2022-03-12 20:00:00.000000 UTC,13913473
2022-03-12 21:00:00.000000 UTC,14144019
2022-03-12 22:00:00.000000 UTC,14339067
2022-03-12 23:00:00.000000 UTC,14320219
2022-03-13 00:00:00.000000 UTC,11181552
2022-03-13 01:00:00.000000 UTC,14174660
2022-03-13 02:00:00.000000 UTC,13994694
2022-03-13 03:00:00.000000 UTC,14032669
2022-03-13 04:00:00.000000 UTC,14063360
2022-03-13 05:00:00.000000 UTC,14407931
2022-03-13 06:00:00.000000 UTC,14397926
2022-03-13 07:00:00.000000 UTC,13941268
2022-03-13 08:00:00.000000 UTC,14138135
2022-03-13 09:00:00.000000 UTC,14257972
2022-03-13 10:00:00.000000 UTC,14612895
2022-03-13 11:00:00.000000 UTC,14385049
2022-03-13 12:00:00.000000 UTC,13343169
2022-03-13 13:00:00.000000 UTC,13593390
2022-03-13 14:00:00.000000 UTC,13279349
2022-03-13 15:00:00.000000 UTC,13217185
2022-03-13 16:00:00.000000 UTC,13433854
2022-03-13 17:00:00.000000 UTC,13473618
2022-03-13 18:00:00.000000 UTC,13595912
2022-03-13 19:00:00.000000 UTC,13185312
2022-03-13 20:00:00.000000 UTC,11811238
2022-03-13 21:00:00.000000 UTC,12423298
2022-03-13 22:00:00.000000 UTC,12312058
2022-03-13 23:00:00.000000 UTC,12637546
2022-03-14 00:00:00.000000 UTC,12543561
2022-03-14 01:00:00.000000 UTC,13376478
2022-03-14 02:00:00.000000 UTC,13562503
2022-03-14 03:00:00.000000 UTC,12796373
2022-03-14 04:00:00.000000 UTC,12482289
2022-03-14 05:00:00.000000 UTC,13629505
2022-03-14 06:00:00.000000 UTC,13507984
2022-03-14 07:00:00.000000 UTC,13646097
2022-03-14 08:00:00.000000 UTC,13798556
2022-03-14 09:00:00.000000 UTC,13447735
2022-03-14 10:00:00.000000 UTC,13483744
2022-03-14 11:00:00.000000 UTC,13173949
2022-03-14 12:00:00.000000 UTC,13239590
2022-03-14 13:00:00.000000 UTC,12651539
2022-03-14 14:00:00.000000 UTC,13227235
2022-03-14 15:00:00.000000 UTC,13074663
2022-03-14 16:00:00.000000 UTC,12403488
2022-03-14 17:00:00.000000 UTC,11308451
2022-03-14 18:00:00.000000 UTC,12877633
2022-03-14 19:00:00.000000 UTC,13044782
2022-03-14 20:00:00.000000 UTC,12679863
2022-03-14 21:00:00.000000 UTC,12792034
2022-03-14 22:00:00.000000 UTC,12393400
2022-03-14 23:00:00.000000 UTC,12947829
2022-03-15 00:00:00.000000 UTC,13470516
2022-03-15 01:00:00.000000 UTC,13328800
2022-03-15 02:00:00.000000 UTC,13203824
2022-03-15 03:00:00.000000 UTC,13549565
2022-03-15 04:00:00.000000 UTC,13631185
2022-03-15 05:00:00.000000 UTC,13784158
2022-03-15 06:00:00.000000 UTC,13706623
2022-03-15 07:00:00.000000 UTC,13021642
2022-03-15 08:00:00.000000 UTC,13760592
2022-03-15 09:00:00.000000 UTC,13556152
2022-03-15 10:00:00.000000 UTC,13453436
2022-03-15 11:00:00.000000 UTC,13028354
2022-03-15 12:00:00.000000 UTC,12800833
2022-03-15 13:00:00.000000 UTC,12931506
2022-03-15 14:00:00.000000 UTC,12882756
2022-03-15 15:00:00.000000 UTC,12771839
2022-03-15 16:00:00.000000 UTC,12484019
2022-03-15 17:00:00.000000 UTC,13027204
2022-03-15 18:00:00.000000 UTC,12737395
2022-03-15 19:00:00.000000 UTC,11199933
2022-03-15 20:00:00.000000 UTC,11074114
2022-03-15 21:00:00.000000 UTC,12571837
2022-03-15 22:00:00.000000 UTC,12996782
2022-03-15 23:00:00.000000 UTC,14145853
2022-03-16 00:00:00.000000 UTC,14091493
2022-03-16 01:00:00.000000 UTC,13982309
2022-03-16 02:00:00.000000 UTC,13032775
2022-03-16 03:00:00.000000 UTC,13088934
2022-03-16 04:00:00.000000 UTC,13440981
2022-03-16 05:00:00.000000 UTC,13809466
2022-03-16 06:00:00.000000 UTC,13925382
2022-03-16 07:00:00.000000 UTC,14001299
2022-03-16 08:00:00.000000 UTC,13711825
2022-03-16 09:00:00.000000 UTC,13728305
2022-03-16 10:00:00.000000 UTC,13661768
2022-03-16 11:00:00.000000 UTC,13574208
2022-03-16 12:00:00.000000 UTC,14092794
2022-03-16 13:00:00.000000 UTC,13631584
2022-03-16 14:00:00.000000 UTC,13189021
2022-03-16 15:00:00.000000 UTC,13348583
2022-03-16 16:00:00.000000 UTC,13932344
2022-03-16 17:00:00.000000 UTC,13866753
2022-03-16 18:00:00.000000 UTC,12435046
2022-03-16 19:00:00.000000 UTC,12167629
2022-03-16 20:00:00.000000 UTC,13278533
2022-03-16 21:00:00.000000 UTC,13733555
2022-03-16 22:00:00.000000 UTC,14110733
2022-03-16 23:00:00.000000 UTC,14134981
2022-03-17 00:00:00.000000 UTC,13551927
2022-03-17 01:00:00.000000 UTC,13653813
2022-03-17 02:00:00.000000 UTC,14051883
2022-03-17 03:00:00.000000 UTC,14306339
2022-03-17 04:00:00.000000 UTC,14176775
2022-03-17 05:00:00.000000 UTC,14341628
2022-03-17 06:00:00.000000 UTC,14123026
2022-03-17 07:00:00.000000 UTC,14194502
2022-03-17 08:00:00.000000 UTC,14145365
2022-03-17 09:00:00.000000 UTC,13854549
2022-03-17 10:00:00.000000 UTC,14070088
2022-03-17 11:00:00.000000 UTC,14128552
2022-03-17 12:00:00.000000 UTC,13849989
2022-03-17 13:00:00.000000 UTC,13503789
2022-03-17 14:00:00.000000 UTC,14286171
2022-03-17 15:00:00.000000 UTC,13534269
2022-03-17 16:00:00.000000 UTC,14245882
2022-03-17 17:00:00.000000 UTC,14268155
2022-03-17 18:00:00.000000 UTC,14290927
2022-03-17 19:00:00.000000 UTC,14269281
2022-03-17 20:00:00.000000 UTC,14243335
2022-03-17 21:00:00.000000 UTC,14252093
2022-03-17 22:00:00.000000 UTC,14540100
2022-03-17 23:00:00.000000 UTC,14158037
2022-03-18 00:00:00.000000 UTC,14112148
2022-03-18 01:00:00.000000 UTC,13978868
2022-03-18 02:00:00.000000 UTC,14245041
2022-03-18 03:00:00.000000 UTC,14292564
2022-03-18 04:00:00.000000 UTC,14424915
2022-03-18 05:00:00.000000 UTC,14224584
2022-03-18 06:00:00.000000 UTC,14125979
2022-03-18 07:00:00.000000 UTC,14141828
2022-03-18 08:00:00.000000 UTC,14132277
2022-03-18 09:00:00.000000 UTC,14356175
2022-03-18 10:00:00.000000 UTC,14218540
2022-03-18 11:00:00.000000 UTC,14433484
2022-03-18 12:00:00.000000 UTC,14258949
2022-03-18 13:00:00.000000 UTC,14387230
2022-03-18 14:00:00.000000 UTC,13863132
2022-03-18 15:00:00.000000 UTC,13524598
2022-03-18 16:00:00.000000 UTC,12409796
2022-03-18 17:00:00.000000 UTC,12885949
2022-03-18 18:00:00.000000 UTC,14148260
2022-03-18 19:00:00.000000 UTC,14063872
2022-03-18 20:00:00.000000 UTC,13820946
2022-03-18 21:00:00.000000 UTC,13980657
2022-03-18 22:00:00.000000 UTC,14226014
2022-03-18 23:00:00.000000 UTC,14002419
2022-03-19 00:00:00.000000 UTC,13047086
2022-03-19 01:00:00.000000 UTC,14024583
2022-03-19 02:00:00.000000 UTC,13553681
2022-03-19 03:00:00.000000 UTC,13851760
2022-03-19 04:00:00.000000 UTC,13938333
2022-03-19 05:00:00.000000 UTC,14098452
2022-03-19 06:00:00.000000 UTC,14007638
2022-03-19 07:00:00.000000 UTC,13929712
2022-03-19 08:00:00.000000 UTC,13954857
2022-03-19 09:00:00.000000 UTC,13931425
2022-03-19 10:00:00.000000 UTC,13920270
2022-03-19 11:00:00.000000 UTC,13806542
2022-03-19 12:00:00.000000 UTC,13581771
2022-03-19 13:00:00.000000 UTC,13640525
2022-03-19 14:00:00.000000 UTC,12808923
2022-03-19 15:00:00.000000 UTC,13572339
2022-03-19 16:00:00.000000 UTC,13907128
2022-03-19 17:00:00.000000 UTC,13379515
2022-03-19 18:00:00.000000 UTC,13493986
2022-03-19 19:00:00.000000 UTC,13790491
2022-03-19 20:00:00.000000 UTC,13666334
2022-03-19 21:00:00.000000 UTC,13494138
2022-03-19 22:00:00.000000 UTC,13645264
2022-03-19 23:00:00.000000 UTC,13869320
2022-03-20 00:00:00.000000 UTC,13829764
2022-03-20 01:00:00.000000 UTC,13502924
2022-03-20 02:00:00.000000 UTC,13764464
2022-03-20 03:00:00.000000 UTC,13992028
2022-03-20 04:00:00.000000 UTC,14063125
2022-03-20 05:00:00.000000 UTC,13799072
2022-03-20 06:00:00.000000 UTC,13961241
2022-03-20 07:00:00.000000 UTC,14044426
2022-03-20 08:00:00.000000 UTC,13927282
2022-03-20 09:00:00.000000 UTC,13811532
2022-03-20 10:00:00.000000 UTC,13992899
2022-03-20 11:00:00.000000 UTC,13982883
2022-03-20 12:00:00.000000 UTC,13656912
2022-03-20 13:00:00.000000 UTC,14040814
2022-03-20 14:00:00.000000 UTC,13624839
2022-03-20 15:00:00.000000 UTC,13661801
2022-03-20 16:00:00.000000 UTC,13994562
2022-03-20 17:00:00.000000 UTC,12851117
2022-03-20 18:00:00.000000 UTC,14223421
2022-03-20 19:00:00.000000 UTC,13380432
2022-03-20 20:00:00.000000 UTC,13685101
2022-03-20 21:00:00.000000 UTC,11772852
2022-03-20 22:00:00.000000 UTC,14327025
2022-03-20 23:00:00.000000 UTC,14083791
2022-03-21 00:00:00.000000 UTC,13956094
2022-03-21 01:00:00.000000 UTC,14046999
2022-03-21 02:00:00.000000 UTC,13980198
2022-03-21 03:00:00.000000 UTC,14239219
2022-03-21 04:00:00.000000 UTC,13966873
2022-03-21 05:00:00.000000 UTC,13774198
2022-03-21 06:00:00.000000 UTC,13927511
2022-03-21 07:00:00.000000 UTC,13379302
2022-03-21 08:00:00.000000 UTC,13367040
2022-03-21 09:00:00.000000 UTC,14331444
2022-03-21 10:00:00.000000 UTC,14213172
2022-03-21 11:00:00.000000 UTC,14349979
2022-03-21 12:00:00.000000 UTC,13713117
2022-03-21 13:00:00.000000 UTC,13459865
2022-03-21 14:00:00.000000 UTC,13053723
2022-03-21 15:00:00.000000 UTC,13598370
2022-03-21 16:00:00.000000 UTC,14116976
2022-03-21 17:00:00.000000 UTC,13509118
2022-03-21 18:00:00.000000 UTC,8278848
2022-03-21 19:00:00.000000 UTC,11972513
2022-03-21 20:00:00.000000 UTC,13473065
2022-03-21 21:00:00.000000 UTC,13646973
2022-03-21 22:00:00.000000 UTC,13735937
2022-03-21 23:00:00.000000 UTC,13922734
2022-03-22 00:00:00.000000 UTC,13749818
2022-03-22 01:00:00.000000 UTC,13996512
2022-03-22 02:00:00.000000 UTC,13360177
2022-03-22 03:00:00.000000 UTC,13717555
2022-03-22 04:00:00.000000 UTC,13764565
2022-03-22 05:00:00.000000 UTC,13744170
2022-03-22 06:00:00.000000 UTC,12794264
2022-03-22 07:00:00.000000 UTC,13596151
2022-03-22 08:00:00.000000 UTC,13866435
2022-03-22 09:00:00.000000 UTC,13772731
2022-03-22 10:00:00.000000 UTC,14032798
2022-03-22 11:00:00.000000 UTC,14333184
2022-03-22 12:00:00.000000 UTC,13959423
2022-03-22 13:00:00.000000 UTC,12814498
2022-03-22 14:00:00.000000 UTC,12521035
2022-03-22 15:00:00.000000 UTC,13514212
2022-03-22 16:00:00.000000 UTC,13657484
2022-03-22 17:00:00.000000 UTC,13754517
2022-03-22 18:00:00.000000 UTC,14019759
2022-03-22 19:00:00.000000 UTC,13953296
2022-03-22 20:00:00.000000 UTC,13426422
2022-03-22 21:00:00.000000 UTC,13631383
2022-03-22 22:00:00.000000 UTC,14068276
2022-03-22 23:00:00.000000 UTC,13990047
2022-03-23 00:00:00.000000 UTC,14441479
2022-03-23 01:00:00.000000 UTC,14148299
2022-03-23 02:00:00.000000 UTC,14397214
2022-03-23 03:00:00.000000 UTC,14610791
2022-03-23 04:00:00.000000 UTC,14773788
2022-03-23 05:00:00.000000 UTC,14781206
2022-03-23 06:00:00.000000 UTC,14529719
2022-03-23 07:00:00.000000 UTC,14708078
2022-03-23 08:00:00.000000 UTC,14417647
2022-03-23 09:00:00.000000 UTC,14545731
2022-03-23 10:00:00.000000 UTC,14724612
2022-03-23 11:00:00.000000 UTC,14246496
2022-03-23 12:00:00.000000 UTC,14509649
2022-03-23 13:00:00.000000 UTC,14895649
2022-03-23 14:00:00.000000 UTC,13685104
2022-03-23 15:00:00.000000 UTC,13531295
2022-03-23 16:00:00.000000 UTC,14049170
2022-03-23 17:00:00.000000 UTC,14694160
2022-03-23 18:00:00.000000 UTC,14928567
2022-03-23 19:00:00.000000 UTC,14458660
2022-03-23 20:00:00.000000 UTC,12342878
2022-03-23 21:00:00.000000 UTC,13539712
2022-03-23 22:00:00.000000 UTC,14325903
2022-03-23 23:00:00.000000 UTC,14146482
2022-03-24 00:00:00.000000 UTC,12322154
2022-03-24 01:00:00.000000 UTC,13833212
2022-03-24 02:00:00.000000 UTC,14785592
2022-03-24 03:00:00.000000 UTC,14804219
2022-03-24 04:00:00.000000 UTC,14880877
2022-03-24 05:00:00.000000 UTC,13943285
2022-03-24 06:00:00.000000 UTC,13222308
2022-03-24 07:00:00.000000 UTC,14209312
2022-03-24 08:00:00.000000 UTC,14329162
2022-03-24 09:00:00.000000 UTC,13662959
2022-03-24 10:00:00.000000 UTC,13779560
2022-03-24 11:00:00.000000 UTC,13623496
2022-03-24 12:00:00.000000 UTC,13273541
2022-03-24 13:00:00.000000 UTC,13111869
2022-03-24 14:00:00.000000 UTC,12532587
2022-03-24 15:00:00.000000 UTC,12033278
2022-03-24 16:00:00.000000 UTC,13124316
2022-03-24 17:00:00.000000 UTC,14085124
2022-03-24 18:00:00.000000 UTC,14341645
2022-03-24 19:00:00.000000 UTC,13793659
2022-03-24 20:00:00.000000 UTC,9503387
2022-03-24 21:00:00.000000 UTC,12677445
2022-03-24 22:00:00.000000 UTC,13025778
2022-03-24 23:00:00.000000 UTC,13295682
2022-03-25 00:00:00.000000 UTC,12681776
2022-03-25 01:00:00.000000 UTC,11930944
2022-03-25 02:00:00.000000 UTC,12012153
2022-03-25 03:00:00.000000 UTC,13324724
2022-03-25 04:00:00.000000 UTC,13185056
2022-03-25 05:00:00.000000 UTC,13149374
2022-03-25 06:00:00.000000 UTC,13329579
2022-03-25 07:00:00.000000 UTC,12916283
2022-03-25 08:00:00.000000 UTC,13746707
2022-03-25 09:00:00.000000 UTC,14284707
2022-03-25 10:00:00.000000 UTC,13944893
2022-03-25 11:00:00.000000 UTC,14035192
2022-03-25 12:00:00.000000 UTC,14293467
2022-03-25 13:00:00.000000 UTC,14308294
2022-03-25 14:00:00.000000 UTC,13419232
2022-03-25 15:00:00.000000 UTC,13041852
2022-03-25 16:00:00.000000 UTC,12500004
2022-03-25 17:00:00.000000 UTC,12472701
2022-03-25 18:00:00.000000 UTC,13210031
2022-03-25 19:00:00.000000 UTC,10453281
2022-03-25 20:00:00.000000 UTC,13722303
2022-03-25 21:00:00.000000 UTC,14339668
2022-03-25 22:00:00.000000 UTC,12055435
2022-03-25 23:00:00.000000 UTC,14757229
2022-03-26 00:00:00.000000 UTC,14530452
2022-03-26 01:00:00.000000 UTC,14792962
2022-03-26 02:00:00.000000 UTC,14628311
2022-03-26 03:00:00.000000 UTC,14872762
2022-03-26 04:00:00.000000 UTC,14946441
2022-03-26 05:00:00.000000 UTC,14783966
2022-03-26 06:00:00.000000 UTC,14560035
2022-03-26 07:00:00.000000 UTC,14437601
2022-03-26 08:00:00.000000 UTC,14594582
2022-03-26 09:00:00.000000 UTC,14350029
2022-03-26 10:00:00.000000 UTC,14391633
2022-03-26 11:00:00.000000 UTC,14777983
2022-03-26 12:00:00.000000 UTC,14278562
2022-03-26 13:00:00.000000 UTC,13869968
2022-03-26 14:00:00.000000 UTC,13774759
2022-03-26 15:00:00.000000 UTC,13920707
2022-03-26 16:00:00.000000 UTC,14333961
2022-03-26 17:00:00.000000 UTC,14149924
2022-03-26 18:00:00.000000 UTC,13199957
2022-03-26 19:00:00.000000 UTC,4956508
2022-03-26 20:00:00.000000 UTC,6366192
2022-03-26 21:00:00.000000 UTC,8855689
2022-03-26 22:00:00.000000 UTC,9202185
2022-03-26 23:00:00.000000 UTC,11148304
2022-03-27 00:00:00.000000 UTC,11583156
2022-03-27 01:00:00.000000 UTC,11773215
2022-03-27 02:00:00.000000 UTC,11740188
2022-03-27 03:00:00.000000 UTC,13335696
2022-03-27 04:00:00.000000 UTC,13470812
2022-03-27 05:00:00.000000 UTC,13469880
2022-03-27 06:00:00.000000 UTC,13653899
2022-03-27 07:00:00.000000 UTC,13805946
2022-03-27 08:00:00.000000 UTC,13974075
2022-03-27 09:00:00.000000 UTC,13351730
2022-03-27 10:00:00.000000 UTC,13498861
2022-03-27 11:00:00.000000 UTC,13389546
2022-03-27 12:00:00.000000 UTC,13575541
2022-03-27 13:00:00.000000 UTC,13670212
2022-03-27 14:00:00.000000 UTC,13655033
2022-03-27 15:00:00.000000 UTC,13611556
2022-03-27 16:00:00.000000 UTC,12999913
2022-03-27 17:00:00.000000 UTC,13447509
2022-03-27 18:00:00.000000 UTC,13921449
2022-03-27 19:00:00.000000 UTC,13986353
2022-03-27 20:00:00.000000 UTC,13039723
2022-03-27 21:00:00.000000 UTC,14054832
2022-03-27 22:00:00.000000 UTC,14319740
2022-03-27 23:00:00.000000 UTC,14187135
2022-03-28 00:00:00.000000 UTC,14323204
2022-03-28 01:00:00.000000 UTC,13813480
2022-03-28 02:00:00.000000 UTC,13151821
2022-03-28 03:00:00.000000 UTC,13190280
2022-03-28 04:00:00.000000 UTC,13374738
2022-03-28 05:00:00.000000 UTC,12784634
2022-03-28 06:00:00.000000 UTC,13715485
2022-03-28 07:00:00.000000 UTC,13443094
2022-03-28 08:00:00.000000 UTC,13689729
2022-03-28 09:00:00.000000 UTC,13950873
2022-03-28 10:00:00.000000 UTC,13540812
2022-03-28 11:00:00.000000 UTC,13532441
2022-03-28 12:00:00.000000 UTC,13774148
2022-03-28 13:00:00.000000 UTC,13674607
2022-03-28 14:00:00.000000 UTC,13690281
2022-03-28 15:00:00.000000 UTC,13944060
2022-03-28 16:00:00.000000 UTC,14049434
2022-03-28 17:00:00.000000 UTC,14603206
2022-03-28 18:00:00.000000 UTC,14607308
2022-03-28 19:00:00.000000 UTC,14038855
2022-03-28 20:00:00.000000 UTC,14168959
2022-03-28 21:00:00.000000 UTC,13809746
2022-03-28 22:00:00.000000 UTC,14186985
2022-03-28 23:00:00.000000 UTC,13558690
2022-03-29 00:00:00.000000 UTC,14533630
2022-03-29 01:00:00.000000 UTC,14223540
2022-03-29 02:00:00.000000 UTC,14314842
2022-03-29 03:00:00.000000 UTC,14375855
2022-03-29 04:00:00.000000 UTC,14254816
2022-03-29 05:00:00.000000 UTC,14245329
2022-03-29 06:00:00.000000 UTC,14314427
2022-03-29 07:00:00.000000 UTC,14010405
2022-03-29 08:00:00.000000 UTC,14213336
2022-03-29 09:00:00.000000 UTC,13882936
2022-03-29 10:00:00.000000 UTC,14197526
2022-03-29 11:00:00.000000 UTC,14337549
2022-03-29 12:00:00.000000 UTC,14379167
2022-03-29 13:00:00.000000 UTC,13990196
2022-03-29 14:00:00.000000 UTC,14199761
2022-03-29 15:00:00.000000 UTC,13883219
2022-03-29 16:00:00.000000 UTC,13291812
2022-03-29 17:00:00.000000 UTC,13717826
2022-03-29 18:00:00.000000 UTC,13948815
2022-03-29 19:00:00.000000 UTC,13460901
2022-03-29 20:00:00.000000 UTC,14165243
2022-03-29 21:00:00.000000 UTC,13581797
2022-03-29 22:00:00.000000 UTC,13633312
2022-03-29 23:00:00.000000 UTC,14590259
2022-03-30 00:00:00.000000 UTC,14377605
2022-03-30 01:00:00.000000 UTC,13891752
2022-03-30 02:00:00.000000 UTC,14721867
2022-03-30 03:00:00.000000 UTC,14571332
2022-03-30 04:00:00.000000 UTC,14437600
2022-03-30 05:00:00.000000 UTC,14367038
2022-03-30 06:00:00.000000 UTC,14605513
2022-03-30 07:00:00.000000 UTC,14391045
2022-03-30 08:00:00.000000 UTC,14017883
2022-03-30 09:00:00.000000 UTC,13891062
2022-03-30 10:00:00.000000 UTC,14356452
2022-03-30 11:00:00.000000 UTC,13716917
2022-03-30 12:00:00.000000 UTC,14118852
2022-03-30 13:00:00.000000 UTC,13097078
2022-03-30 14:00:00.000000 UTC,13182812
2022-03-30 15:00:00.000000 UTC,12552222
2022-03-30 16:00:00.000000 UTC,12905049
2022-03-30 17:00:00.000000 UTC,13586726
2022-03-30 18:00:00.000000 UTC,13708773
2022-03-30 19:00:00.000000 UTC,12843672
2022-03-30 20:00:00.000000 UTC,14126147
2022-03-30 21:00:00.000000 UTC,13763252
2022-03-30 22:00:00.000000 UTC,13800735
2022-03-30 23:00:00.000000 UTC,14231161
2022-03-31 00:00:00.000000 UTC,14436547
2022-03-31 01:00:00.000000 UTC,14294740
2022-03-31 02:00:00.000000 UTC,13761809
2022-03-31 03:00:00.000000 UTC,14415564
2022-03-31 04:00:00.000000 UTC,14544515
2022-03-31 05:00:00.000000 UTC,14677533
2022-03-31 06:00:00.000000 UTC,14675866
2022-03-31 07:00:00.000000 UTC,14521492
2022-03-31 08:00:00.000000 UTC,14173671
2022-03-31 09:00:00.000000 UTC,13884504
2022-03-31 10:00:00.000000 UTC,14071182
2022-03-31 11:00:00.000000 UTC,14265764
2022-03-31 12:00:00.000000 UTC,13902531
2022-03-31 13:00:00.000000 UTC,12913387
2022-03-31 14:00:00.000000 UTC,11797437
2022-03-31 15:00:00.000000 UTC,12546805
2022-03-31 16:00:00.000000 UTC,11824247
2022-03-31 17:00:00.000000 UTC,12783324
2022-03-31 18:00:00.000000 UTC,12628346
2022-03-31 19:00:00.000000 UTC,12216205
2022-03-31 20:00:00.000000 UTC,13078260
2022-03-31 21:00:00.000000 UTC,12661707
2022-03-31 22:00:00.000000 UTC,12671991
2022-03-31 23:00:00.000000 UTC,11494875
2022-04-01 00:00:00.000000 UTC,5861389
2022-04-01 01:00:00.000000 UTC,7676031
2022-04-01 02:00:00.000000 UTC,9202983
2022-04-01 03:00:00.000000 UTC,9424651
2022-04-01 04:00:00.000000 UTC,10874951
2022-04-01 05:00:00.000000 UTC,11641409
2022-04-01 06:00:00.000000 UTC,11215040
2022-04-01 07:00:00.000000 UTC,12751765
