time_interval_hour,mint_instructions
2022-03-23 00:00:00.000000 UTC,43612
2022-03-23 01:00:00.000000 UTC,70664
2022-03-23 02:00:00.000000 UTC,45666
2022-03-23 03:00:00.000000 UTC,41368
2022-03-23 04:00:00.000000 UTC,48646
2022-03-23 05:00:00.000000 UTC,39157
2022-03-23 06:00:00.000000 UTC,42411
2022-03-23 07:00:00.000000 UTC,34003
2022-03-23 08:00:00.000000 UTC,63151
2022-03-23 09:00:00.000000 UTC,59842
2022-03-23 10:00:00.000000 UTC,50541
2022-03-23 11:00:00.000000 UTC,56503
2022-03-23 12:00:00.000000 UTC,58808
2022-03-23 13:00:00.000000 UTC,59247
2022-03-23 14:00:00.000000 UTC,67179
2022-03-23 15:00:00.000000 UTC,54761
2022-03-23 16:00:00.000000 UTC,55807
2022-03-23 17:00:00.000000 UTC,57579
2022-03-23 18:00:00.000000 UTC,59870
2022-03-23 19:00:00.000000 UTC,69866
2022-03-23 20:00:00.000000 UTC,72700
2022-03-23 21:00:00.000000 UTC,44021
2022-03-23 22:00:00.000000 UTC,46801
2022-03-23 23:00:00.000000 UTC,53052
2022-03-24 00:00:00.000000 UTC,58772
2022-03-24 01:00:00.000000 UTC,57349
2022-03-24 02:00:00.000000 UTC,64724
2022-03-24 03:00:00.000000 UTC,55096
2022-03-24 04:00:00.000000 UTC,60230
2022-03-24 05:00:00.000000 UTC,58709
2022-03-24 06:00:00.000000 UTC,48096
2022-03-24 07:00:00.000000 UTC,55163
2022-03-24 08:00:00.000000 UTC,49492
2022-03-24 09:00:00.000000 UTC,53235
2022-03-24 10:00:00.000000 UTC,60150
2022-03-24 11:00:00.000000 UTC,67243
2022-03-24 12:00:00.000000 UTC,64243
2022-03-24 13:00:00.000000 UTC,69272
2022-03-24 14:00:00.000000 UTC,46633
2022-03-24 15:00:00.000000 UTC,53385
2022-03-24 16:00:00.000000 UTC,56424
2022-03-24 17:00:00.000000 UTC,65246
2022-03-24 18:00:00.000000 UTC,67818
2022-03-24 19:00:00.000000 UTC,79214
2022-03-24 20:00:00.000000 UTC,52136
2022-03-24 21:00:00.000000 UTC,86656
2022-03-24 22:00:00.000000 UTC,76857
2022-03-24 23:00:00.000000 UTC,84665
2022-03-25 00:00:00.000000 UTC,83990
2022-03-25 01:00:00.000000 UTC,79245
2022-03-25 02:00:00.000000 UTC,79577
2022-03-25 03:00:00.000000 UTC,86210
2022-03-25 04:00:00.000000 UTC,77591
2022-03-25 05:00:00.000000 UTC,72004
2022-03-25 06:00:00.000000 UTC,57512
2022-03-25 07:00:00.000000 UTC,54403
2022-03-25 08:00:00.000000 UTC,55416
2022-03-25 09:00:00.000000 UTC,60431
2022-03-25 10:00:00.000000 UTC,49753
2022-03-25 11:00:00.000000 UTC,56370
2022-03-25 12:00:00.000000 UTC,54733
2022-03-25 13:00:00.000000 UTC,75930
2022-03-25 14:00:00.000000 UTC,91868
2022-03-25 15:00:00.000000 UTC,80225
2022-03-25 16:00:00.000000 UTC,93809
2022-03-25 17:00:00.000000 UTC,82239
2022-03-25 18:00:00.000000 UTC,104417
2022-03-25 19:00:00.000000 UTC,61340
2022-03-25 20:00:00.000000 UTC,88655
2022-03-25 21:00:00.000000 UTC,76566
2022-03-25 22:00:00.000000 UTC,49771
2022-03-25 23:00:00.000000 UTC,49656
2022-03-26 00:00:00.000000 UTC,38680
2022-03-26 01:00:00.000000 UTC,44561
2022-03-26 02:00:00.000000 UTC,40530
2022-03-26 03:00:00.000000 UTC,60321
2022-03-26 04:00:00.000000 UTC,60053
2022-03-26 05:00:00.000000 UTC,35875
2022-03-26 06:00:00.000000 UTC,68728
2022-03-26 07:00:00.000000 UTC,49428
2022-03-26 08:00:00.000000 UTC,33175
2022-03-26 09:00:00.000000 UTC,35838
2022-03-26 10:00:00.000000 UTC,38341
2022-03-26 11:00:00.000000 UTC,31427
2022-03-26 12:00:00.000000 UTC,38886
2022-03-26 13:00:00.000000 UTC,37891
2022-03-26 14:00:00.000000 UTC,31631
2022-03-26 15:00:00.000000 UTC,49783
2022-03-26 16:00:00.000000 UTC,82243
2022-03-26 17:00:00.000000 UTC,70704
2022-03-26 18:00:00.000000 UTC,83046
2022-03-26 19:00:00.000000 UTC,43258
2022-03-26 20:00:00.000000 UTC,66443
2022-03-26 21:00:00.000000 UTC,107716
2022-03-26 22:00:00.000000 UTC,143597
2022-03-26 23:00:00.000000 UTC,159508
2022-03-27 00:00:00.000000 UTC,145501
2022-03-27 01:00:00.000000 UTC,149659
2022-03-27 02:00:00.000000 UTC,142952
2022-03-27 03:00:00.000000 UTC,152885
2022-03-27 04:00:00.000000 UTC,137570
2022-03-27 05:00:00.000000 UTC,116743
2022-03-27 06:00:00.000000 UTC,86985
2022-03-27 07:00:00.000000 UTC,87105
2022-03-27 08:00:00.000000 UTC,96166
2022-03-27 09:00:00.000000 UTC,86157
2022-03-27 10:00:00.000000 UTC,86483
2022-03-27 11:00:00.000000 UTC,82693
2022-03-27 12:00:00.000000 UTC,90166
2022-03-27 13:00:00.000000 UTC,100178
2022-03-27 14:00:00.000000 UTC,85258
2022-03-27 15:00:00.000000 UTC,88327
2022-03-27 16:00:00.000000 UTC,82665
2022-03-27 17:00:00.000000 UTC,94889
2022-03-27 18:00:00.000000 UTC,46659
2022-03-27 19:00:00.000000 UTC,49806
2022-03-27 20:00:00.000000 UTC,84716
2022-03-27 21:00:00.000000 UTC,60859
2022-03-27 22:00:00.000000 UTC,58300
2022-03-27 23:00:00.000000 UTC,51629
2022-03-28 00:00:00.000000 UTC,58828
2022-03-28 01:00:00.000000 UTC,32318
2022-03-28 02:00:00.000000 UTC,42949
2022-03-28 03:00:00.000000 UTC,38746
2022-03-28 04:00:00.000000 UTC,38815
2022-03-28 05:00:00.000000 UTC,63653
2022-03-28 06:00:00.000000 UTC,58670
2022-03-28 07:00:00.000000 UTC,48271
2022-03-28 08:00:00.000000 UTC,49300
2022-03-28 09:00:00.000000 UTC,47511
2022-03-28 10:00:00.000000 UTC,56199
2022-03-28 11:00:00.000000 UTC,68799
2022-03-28 12:00:00.000000 UTC,59794
2022-03-28 13:00:00.000000 UTC,65401
2022-03-28 14:00:00.000000 UTC,75925
2022-03-28 15:00:00.000000 UTC,75097
2022-03-28 16:00:00.000000 UTC,72359
2022-03-28 17:00:00.000000 UTC,75412
2022-03-28 18:00:00.000000 UTC,75568
2022-03-28 19:00:00.000000 UTC,66828
2022-03-28 20:00:00.000000 UTC,75557
2022-03-28 21:00:00.000000 UTC,64873
2022-03-28 22:00:00.000000 UTC,68416
2022-03-28 23:00:00.000000 UTC,67481
2022-03-29 00:00:00.000000 UTC,51389
2022-03-29 01:00:00.000000 UTC,57162
2022-03-29 02:00:00.000000 UTC,50506
2022-03-29 03:00:00.000000 UTC,43624
2022-03-29 04:00:00.000000 UTC,49777
2022-03-29 05:00:00.000000 UTC,54788
2022-03-29 06:00:00.000000 UTC,43921
2022-03-29 07:00:00.000000 UTC,61256
2022-03-29 08:00:00.000000 UTC,62616
2022-03-29 09:00:00.000000 UTC,48642
2022-03-29 10:00:00.000000 UTC,44701
2022-03-29 11:00:00.000000 UTC,52634
2022-03-29 12:00:00.000000 UTC,56409
2022-03-29 13:00:00.000000 UTC,57882
2022-03-29 14:00:00.000000 UTC,61004
2022-03-29 15:00:00.000000 UTC,63337
2022-03-29 16:00:00.000000 UTC,61393
2022-03-29 17:00:00.000000 UTC,65540
2022-03-29 18:00:00.000000 UTC,58117
2022-03-29 19:00:00.000000 UTC,84135
2022-03-29 20:00:00.000000 UTC,61374
2022-03-29 21:00:00.000000 UTC,69609
2022-03-29 22:00:00.000000 UTC,59552
2022-03-29 23:00:00.000000 UTC,46468
2022-03-30 00:00:00.000000 UTC,63974
2022-03-30 01:00:00.000000 UTC,58777
2022-03-30 02:00:00.000000 UTC,56007
2022-03-30 03:00:00.000000 UTC,65280
2022-03-30 04:00:00.000000 UTC,52067
2022-03-30 05:00:00.000000 UTC,64686
2022-03-30 06:00:00.000000 UTC,52660
2022-03-30 07:00:00.000000 UTC,54256
2022-03-30 08:00:00.000000 UTC,51158
2022-03-30 09:00:00.000000 UTC,56239
2022-03-30 10:00:00.000000 UTC,45883
2022-03-30 11:00:00.000000 UTC,46157
2022-03-30 12:00:00.000000 UTC,72963
2022-03-30 13:00:00.000000 UTC,64385
2022-03-30 14:00:00.000000 UTC,70883
2022-03-30 15:00:00.000000 UTC,67063
2022-03-30 16:00:00.000000 UTC,77342
2022-03-30 17:00:00.000000 UTC,77856
2022-03-30 18:00:00.000000 UTC,67204
2022-03-30 19:00:00.000000 UTC,65637
2022-03-30 20:00:00.000000 UTC,58103
2022-03-30 21:00:00.000000 UTC,65792
2022-03-30 22:00:00.000000 UTC,52812
2022-03-30 23:00:00.000000 UTC,43853
2022-03-31 00:00:00.000000 UTC,49503
2022-03-31 01:00:00.000000 UTC,54154
2022-03-31 02:00:00.000000 UTC,45771
2022-03-31 03:00:00.000000 UTC,53308
2022-03-31 04:00:00.000000 UTC,51713
2022-03-31 05:00:00.000000 UTC,50759
2022-03-31 06:00:00.000000 UTC,42847
2022-03-31 07:00:00.000000 UTC,47824
2022-03-31 08:00:00.000000 UTC,48464
2022-03-31 09:00:00.000000 UTC,42991
2022-03-31 10:00:00.000000 UTC,55301
2022-03-31 11:00:00.000000 UTC,60892
2022-03-31 12:00:00.000000 UTC,68187
2022-03-31 13:00:00.000000 UTC,74788
2022-03-31 14:00:00.000000 UTC,81413
2022-03-31 15:00:00.000000 UTC,76843
2022-03-31 16:00:00.000000 UTC,74433
2022-03-31 17:00:00.000000 UTC,66961
2022-03-31 18:00:00.000000 UTC,80917
2022-03-31 19:00:00.000000 UTC,83179
2022-03-31 20:00:00.000000 UTC,61506
2022-03-31 21:00:00.000000 UTC,77159
2022-03-31 22:00:00.000000 UTC,85940
2022-03-31 23:00:00.000000 UTC,90836
2022-04-01 00:00:00.000000 UTC,37066
2022-04-01 01:00:00.000000 UTC,46305
2022-04-01 02:00:00.000000 UTC,73068
2022-04-01 03:00:00.000000 UTC,72959
2022-04-01 04:00:00.000000 UTC,85130
2022-04-01 05:00:00.000000 UTC,63691
2022-04-01 06:00:00.000000 UTC,77769
2022-04-01 07:00:00.000000 UTC,119477
2022-04-01 08:00:00.000000 UTC,109254
2022-04-01 09:00:00.000000 UTC,95309
2022-04-01 10:00:00.000000 UTC,100555
2022-04-01 11:00:00.000000 UTC,98644
2022-04-01 12:00:00.000000 UTC,85301
2022-04-01 13:00:00.000000 UTC,67160
2022-04-01 14:00:00.000000 UTC,74063
2022-04-01 15:00:00.000000 UTC,83678
2022-04-01 16:00:00.000000 UTC,66082
2022-04-01 17:00:00.000000 UTC,67290
2022-04-01 18:00:00.000000 UTC,75090
2022-04-01 19:00:00.000000 UTC,77501
2022-04-01 20:00:00.000000 UTC,95854
2022-04-01 21:00:00.000000 UTC,76202
2022-04-01 22:00:00.000000 UTC,66723
2022-04-01 23:00:00.000000 UTC,61925
2022-04-02 00:00:00.000000 UTC,61535
2022-04-02 01:00:00.000000 UTC,50907
2022-04-02 02:00:00.000000 UTC,64631
2022-04-02 03:00:00.000000 UTC,49332
2022-04-02 04:00:00.000000 UTC,49747
2022-04-02 05:00:00.000000 UTC,41290
2022-04-02 06:00:00.000000 UTC,48442
2022-04-02 07:00:00.000000 UTC,39664
2022-04-02 08:00:00.000000 UTC,50621
2022-04-02 09:00:00.000000 UTC,47065
2022-04-02 10:00:00.000000 UTC,49796
2022-04-02 11:00:00.000000 UTC,56678
2022-04-02 12:00:00.000000 UTC,48549
2022-04-02 13:00:00.000000 UTC,49487
2022-04-02 14:00:00.000000 UTC,57924
2022-04-02 15:00:00.000000 UTC,56295
2022-04-02 16:00:00.000000 UTC,60362
2022-04-02 17:00:00.000000 UTC,53040
2022-04-02 18:00:00.000000 UTC,56279
2022-04-02 19:00:00.000000 UTC,48922
2022-04-02 20:00:00.000000 UTC,65740
2022-04-02 21:00:00.000000 UTC,56182
2022-04-02 22:00:00.000000 UTC,59163
2022-04-02 23:00:00.000000 UTC,41157
2022-04-03 00:00:00.000000 UTC,38597
2022-04-03 01:00:00.000000 UTC,47460
2022-04-03 02:00:00.000000 UTC,60560
2022-04-03 03:00:00.000000 UTC,45223
2022-04-03 04:00:00.000000 UTC,40887
2022-04-03 05:00:00.000000 UTC,46959
2022-04-03 06:00:00.000000 UTC,34414
2022-04-03 07:00:00.000000 UTC,51135
2022-04-03 08:00:00.000000 UTC,46348
2022-04-03 09:00:00.000000 UTC,52940
2022-04-03 10:00:00.000000 UTC,36217
2022-04-03 11:00:00.000000 UTC,45104
2022-04-03 12:00:00.000000 UTC,55292
2022-04-03 13:00:00.000000 UTC,56832
2022-04-03 14:00:00.000000 UTC,59122
2022-04-03 15:00:00.000000 UTC,54720
2022-04-03 16:00:00.000000 UTC,58166
2022-04-03 17:00:00.000000 UTC,62639
2022-04-03 18:00:00.000000 UTC,42207
2022-04-03 19:00:00.000000 UTC,60217
2022-04-03 20:00:00.000000 UTC,60341
2022-04-03 21:00:00.000000 UTC,58931
2022-04-03 22:00:00.000000 UTC,85079
2022-04-03 23:00:00.000000 UTC,81514
2022-04-04 00:00:00.000000 UTC,89699
2022-04-04 01:00:00.000000 UTC,95717
2022-04-04 02:00:00.000000 UTC,82305
2022-04-04 03:00:00.000000 UTC,74486
2022-04-04 04:00:00.000000 UTC,82062
2022-04-04 05:00:00.000000 UTC,85222
2022-04-04 06:00:00.000000 UTC,88787
2022-04-04 07:00:00.000000 UTC,94295
2022-04-04 08:00:00.000000 UTC,91471
2022-04-04 09:00:00.000000 UTC,90079
2022-04-04 10:00:00.000000 UTC,91442
2022-04-04 11:00:00.000000 UTC,84462
2022-04-04 12:00:00.000000 UTC,89838
2022-04-04 13:00:00.000000 UTC,95201
2022-04-04 14:00:00.000000 UTC,76523
2022-04-04 15:00:00.000000 UTC,66751
2022-04-04 16:00:00.000000 UTC,78130
2022-04-04 17:00:00.000000 UTC,67345
2022-04-04 18:00:00.000000 UTC,70686
2022-04-04 19:00:00.000000 UTC,58145
2022-04-04 20:00:00.000000 UTC,52236
2022-04-04 21:00:00.000000 UTC,61384
2022-04-04 22:00:00.000000 UTC,61196
2022-04-04 23:00:00.000000 UTC,43549
2022-04-05 00:00:00.000000 UTC,50796
2022-04-05 01:00:00.000000 UTC,45050
2022-04-05 02:00:00.000000 UTC,40503
2022-04-05 03:00:00.000000 UTC,47134
2022-04-05 04:00:00.000000 UTC,50074
2022-04-05 05:00:00.000000 UTC,51415
2022-04-05 06:00:00.000000 UTC,58070
2022-04-05 07:00:00.000000 UTC,52356
2022-04-05 08:00:00.000000 UTC,56025
2022-04-05 09:00:00.000000 UTC,48098
2022-04-05 10:00:00.000000 UTC,50012
2022-04-05 11:00:00.000000 UTC,51664
2022-04-05 12:00:00.000000 UTC,52190
2022-04-05 13:00:00.000000 UTC,50079
2022-04-05 14:00:00.000000 UTC,44377
2022-04-05 15:00:00.000000 UTC,51548
2022-04-05 16:00:00.000000 UTC,46707
2022-04-05 17:00:00.000000 UTC,41083
2022-04-05 18:00:00.000000 UTC,38595
2022-04-05 19:00:00.000000 UTC,70071
2022-04-05 20:00:00.000000 UTC,55220
2022-04-05 21:00:00.000000 UTC,55764
2022-04-05 22:00:00.000000 UTC,43925
2022-04-05 23:00:00.000000 UTC,42823
2022-04-06 00:00:00.000000 UTC,55578
2022-04-06 01:00:00.000000 UTC,40734
2022-04-06 02:00:00.000000 UTC,38988
2022-04-06 03:00:00.000000 UTC,41581
2022-04-06 04:00:00.000000 UTC,47127
2022-04-06 05:00:00.000000 UTC,47537
2022-04-06 06:00:00.000000 UTC,41702
2022-04-06 07:00:00.000000 UTC,40562
2022-04-06 08:00:00.000000 UTC,38897
2022-04-06 09:00:00.000000 UTC,46693
2022-04-06 10:00:00.000000 UTC,52204
2022-04-06 11:00:00.000000 UTC,48470
2022-04-06 12:00:00.000000 UTC,36173
2022-04-06 13:00:00.000000 UTC,52669
2022-04-06 14:00:00.000000 UTC,50873
2022-04-06 15:00:00.000000 UTC,50485
2022-04-06 16:00:00.000000 UTC,38132
2022-04-06 17:00:00.000000 UTC,42576
2022-04-06 18:00:00.000000 UTC,41015
2022-04-06 19:00:00.000000 UTC,51495
2022-04-06 20:00:00.000000 UTC,54307
2022-04-06 21:00:00.000000 UTC,47151
2022-04-06 22:00:00.000000 UTC,48393
2022-04-06 23:00:00.000000 UTC,52744
2022-04-07 00:00:00.000000 UTC,56280
2022-04-07 01:00:00.000000 UTC,54144
2022-04-07 02:00:00.000000 UTC,58474
2022-04-07 03:00:00.000000 UTC,63097
2022-04-07 04:00:00.000000 UTC,54247
2022-04-07 05:00:00.000000 UTC,50680
2022-04-07 06:00:00.000000 UTC,53528
2022-04-07 07:00:00.000000 UTC,52516
2022-04-07 08:00:00.000000 UTC,50272
2022-04-07 09:00:00.000000 UTC,49325
2022-04-07 10:00:00.000000 UTC,43453
2022-04-07 11:00:00.000000 UTC,57179
2022-04-07 12:00:00.000000 UTC,51290
2022-04-07 13:00:00.000000 UTC,58308
2022-04-07 14:00:00.000000 UTC,53787
2022-04-07 15:00:00.000000 UTC,52035
2022-04-07 16:00:00.000000 UTC,32667
2022-04-07 17:00:00.000000 UTC,25588
2022-04-07 18:00:00.000000 UTC,22668
2022-04-07 19:00:00.000000 UTC,33542
2022-04-07 20:00:00.000000 UTC,29384
2022-04-07 21:00:00.000000 UTC,45726
2022-04-07 22:00:00.000000 UTC,43421
2022-04-07 23:00:00.000000 UTC,48385
2022-04-08 00:00:00.000000 UTC,59031
2022-04-08 01:00:00.000000 UTC,52630
2022-04-08 02:00:00.000000 UTC,54228
2022-04-08 03:00:00.000000 UTC,55318
2022-04-08 04:00:00.000000 UTC,64616
2022-04-08 05:00:00.000000 UTC,65655
2022-04-08 06:00:00.000000 UTC,57500
2022-04-08 07:00:00.000000 UTC,74263
2022-04-08 08:00:00.000000 UTC,63954
2022-04-08 09:00:00.000000 UTC,55270
2022-04-08 10:00:00.000000 UTC,68950
2022-04-08 11:00:00.000000 UTC,74091
2022-04-08 12:00:00.000000 UTC,62751
2022-04-08 13:00:00.000000 UTC,74162
2022-04-08 14:00:00.000000 UTC,72520
2022-04-08 15:00:00.000000 UTC,61981
2022-04-08 16:00:00.000000 UTC,75410
2022-04-08 17:00:00.000000 UTC,74647
2022-04-08 18:00:00.000000 UTC,57367
2022-04-08 19:00:00.000000 UTC,45804
2022-04-08 20:00:00.000000 UTC,42014
2022-04-08 21:00:00.000000 UTC,65605
2022-04-08 22:00:00.000000 UTC,80966
2022-04-08 23:00:00.000000 UTC,53780
2022-04-09 00:00:00.000000 UTC,52956
2022-04-09 01:00:00.000000 UTC,39114
2022-04-09 02:00:00.000000 UTC,42196
2022-04-09 03:00:00.000000 UTC,36514
2022-04-09 04:00:00.000000 UTC,33657
2022-04-09 05:00:00.000000 UTC,37680
2022-04-09 06:00:00.000000 UTC,42158
2022-04-09 07:00:00.000000 UTC,37263
2022-04-09 08:00:00.000000 UTC,38380
2022-04-09 09:00:00.000000 UTC,36758
2022-04-09 10:00:00.000000 UTC,41243
2022-04-09 11:00:00.000000 UTC,43497
2022-04-09 12:00:00.000000 UTC,44665
2022-04-09 13:00:00.000000 UTC,39490
2022-04-09 14:00:00.000000 UTC,41026
2022-04-09 15:00:00.000000 UTC,58066
2022-04-09 16:00:00.000000 UTC,99630
2022-04-09 17:00:00.000000 UTC,66888
2022-04-09 18:00:00.000000 UTC,81734
2022-04-09 19:00:00.000000 UTC,93857
2022-04-09 20:00:00.000000 UTC,83945
2022-04-09 21:00:00.000000 UTC,81260
2022-04-09 22:00:00.000000 UTC,114408
2022-04-09 23:00:00.000000 UTC,106303
2022-04-10 00:00:00.000000 UTC,45163
2022-04-10 01:00:00.000000 UTC,46769
2022-04-10 02:00:00.000000 UTC,49480
2022-04-10 03:00:00.000000 UTC,39928
2022-04-10 04:00:00.000000 UTC,49028
2022-04-10 05:00:00.000000 UTC,53831
2022-04-10 06:00:00.000000 UTC,76448
2022-04-10 07:00:00.000000 UTC,66206
2022-04-10 08:00:00.000000 UTC,47443
2022-04-10 09:00:00.000000 UTC,63156
2022-04-10 10:00:00.000000 UTC,62022
2022-04-10 11:00:00.000000 UTC,50024
2022-04-10 12:00:00.000000 UTC,47090
2022-04-10 13:00:00.000000 UTC,46444
2022-04-10 14:00:00.000000 UTC,57437
2022-04-10 15:00:00.000000 UTC,59806
2022-04-10 16:00:00.000000 UTC,94950
2022-04-10 17:00:00.000000 UTC,83655
2022-04-10 18:00:00.000000 UTC,87174
2022-04-10 19:00:00.000000 UTC,64715
2022-04-10 20:00:00.000000 UTC,93445
2022-04-10 21:00:00.000000 UTC,67555
2022-04-10 22:00:00.000000 UTC,83076
2022-04-10 23:00:00.000000 UTC,70563
2022-04-11 00:00:00.000000 UTC,60412
2022-04-11 01:00:00.000000 UTC,60797
2022-04-11 02:00:00.000000 UTC,61146
2022-04-11 03:00:00.000000 UTC,49323
2022-04-11 04:00:00.000000 UTC,45941
2022-04-11 05:00:00.000000 UTC,33780
2022-04-11 06:00:00.000000 UTC,58155
2022-04-11 07:00:00.000000 UTC,44915
2022-04-11 08:00:00.000000 UTC,49198
2022-04-11 09:00:00.000000 UTC,78630
2022-04-11 10:00:00.000000 UTC,65442
2022-04-11 11:00:00.000000 UTC,63744
2022-04-11 12:00:00.000000 UTC,63975
2022-04-11 13:00:00.000000 UTC,71844
2022-04-11 14:00:00.000000 UTC,56351
2022-04-11 15:00:00.000000 UTC,52688
2022-04-11 16:00:00.000000 UTC,62084
2022-04-11 17:00:00.000000 UTC,59663
2022-04-11 18:00:00.000000 UTC,55244
2022-04-11 19:00:00.000000 UTC,63099
2022-04-11 20:00:00.000000 UTC,76162
2022-04-11 21:00:00.000000 UTC,110210
2022-04-11 22:00:00.000000 UTC,145168
2022-04-11 23:00:00.000000 UTC,143015
2022-04-12 00:00:00.000000 UTC,130306
2022-04-12 01:00:00.000000 UTC,148339
2022-04-12 02:00:00.000000 UTC,136729
2022-04-12 03:00:00.000000 UTC,144204
2022-04-12 04:00:00.000000 UTC,144404
2022-04-12 05:00:00.000000 UTC,145509
2022-04-12 06:00:00.000000 UTC,76128
2022-04-12 07:00:00.000000 UTC,62642
2022-04-12 08:00:00.000000 UTC,52796
2022-04-12 09:00:00.000000 UTC,58298
2022-04-12 10:00:00.000000 UTC,76851
2022-04-12 11:00:00.000000 UTC,94677
2022-04-12 12:00:00.000000 UTC,96885
2022-04-12 13:00:00.000000 UTC,86577
2022-04-12 14:00:00.000000 UTC,73979
2022-04-12 15:00:00.000000 UTC,34425
2022-04-12 16:00:00.000000 UTC,35529
2022-04-12 17:00:00.000000 UTC,39313
2022-04-12 18:00:00.000000 UTC,114697
2022-04-12 19:00:00.000000 UTC,197556
2022-04-12 20:00:00.000000 UTC,225389
2022-04-12 21:00:00.000000 UTC,267777
2022-04-12 22:00:00.000000 UTC,193834
2022-04-12 23:00:00.000000 UTC,187079
2022-04-13 00:00:00.000000 UTC,89198
2022-04-13 01:00:00.000000 UTC,52742
2022-04-13 02:00:00.000000 UTC,61336
2022-04-13 03:00:00.000000 UTC,65765
2022-04-13 04:00:00.000000 UTC,69828
2022-04-13 05:00:00.000000 UTC,91915
2022-04-13 06:00:00.000000 UTC,85615
2022-04-13 07:00:00.000000 UTC,73739
2022-04-13 08:00:00.000000 UTC,65145
2022-04-13 09:00:00.000000 UTC,161623
2022-04-13 10:00:00.000000 UTC,63018
2022-04-13 11:00:00.000000 UTC,60708
2022-04-13 12:00:00.000000 UTC,68780
2022-04-13 13:00:00.000000 UTC,95820
2022-04-13 14:00:00.000000 UTC,86813
2022-04-13 15:00:00.000000 UTC,167074
2022-04-13 16:00:00.000000 UTC,233233
2022-04-13 17:00:00.000000 UTC,160352
2022-04-13 18:00:00.000000 UTC,100787
2022-04-13 19:00:00.000000 UTC,98980
2022-04-13 20:00:00.000000 UTC,92402
2022-04-13 21:00:00.000000 UTC,98152
2022-04-13 22:00:00.000000 UTC,68026
2022-04-13 23:00:00.000000 UTC,64746
2022-04-14 00:00:00.000000 UTC,77171
2022-04-14 01:00:00.000000 UTC,101024
2022-04-14 02:00:00.000000 UTC,63944
2022-04-14 03:00:00.000000 UTC,93293
2022-04-14 04:00:00.000000 UTC,71960
2022-04-14 05:00:00.000000 UTC,83966
2022-04-14 06:00:00.000000 UTC,89632
2022-04-14 07:00:00.000000 UTC,88136
2022-04-14 08:00:00.000000 UTC,81963
2022-04-14 09:00:00.000000 UTC,77285
2022-04-14 10:00:00.000000 UTC,81325
2022-04-14 11:00:00.000000 UTC,82711
2022-04-14 12:00:00.000000 UTC,92537
2022-04-14 13:00:00.000000 UTC,93840
2022-04-14 14:00:00.000000 UTC,84774
2022-04-14 15:00:00.000000 UTC,76103
2022-04-14 16:00:00.000000 UTC,60803
2022-04-14 17:00:00.000000 UTC,74001
2022-04-14 18:00:00.000000 UTC,99481
2022-04-14 19:00:00.000000 UTC,117141
2022-04-14 20:00:00.000000 UTC,124033
2022-04-14 21:00:00.000000 UTC,58789
2022-04-14 22:00:00.000000 UTC,78366
2022-04-14 23:00:00.000000 UTC,66851
2022-04-15 00:00:00.000000 UTC,118107
2022-04-15 01:00:00.000000 UTC,67157
2022-04-15 02:00:00.000000 UTC,73938
2022-04-15 03:00:00.000000 UTC,79267
2022-04-15 04:00:00.000000 UTC,80702
2022-04-15 05:00:00.000000 UTC,69028
2022-04-15 06:00:00.000000 UTC,91634
2022-04-15 07:00:00.000000 UTC,67577
2022-04-15 08:00:00.000000 UTC,60442
2022-04-15 09:00:00.000000 UTC,68708
2022-04-15 10:00:00.000000 UTC,71322
2022-04-15 11:00:00.000000 UTC,56909
2022-04-15 12:00:00.000000 UTC,74090
2022-04-15 13:00:00.000000 UTC,90957
